belong1,belong2,fb1,fb2,fb3,closeness,mg1,mg2,swl,ms1r,ms2r,ms3r,mscp,fbcp,learningcp,belongcp,schoolr,sis_age,sis_female,sis_frpl,ethall,allgpa,allmgpa,allelagpa,allscigpa,allsocgpa,set1scorezero,cs,eiwd,perswd,percent_resilscorezero,mbcp,t1p1,q76_first_click,q76_last_click,q76_page_submit,q76_click_count,t1p2,q77_first_click,q77_last_click,q77_page_submit,q77_click_count,t1p3,q78_first_click,q78_last_click,q78_page_submit,q78_click_count,t1p4,q79_first_click,q79_last_click,q79_page_submit,q79_click_count,t1difchc,q64_first_click,q64_last_click,q64_page_submit,q64_click_count,t1pp1,t1pp1t1_first_click,t1pp1t1_last_click,t1pp1t1_page_submit,t1pp1t1_click_count,t1pp1w,t1pp1r,t1pp1t2_first_click,t1pp1t2_last_click,t1pp1t2_page_submit,t1pp1t2_click_count,t1pp2,t1pp2t1_first_click,t1pp2t1_last_click,t1pp2t1_page_submit,t1pp2t1_click_count,t1pp2w,t1pp2r,t1pp2t2_first_click,t1pp2t2_last_click,t1pp2t2_page_submit,t1pp2t2_click_count,t1pp3,t1pp2t1_first_click_1,t1pp2t1_last_click_1,t1pp2t1_page_submit_1,t1pp2t1_click_count_1,t1pp3w,t1pp3r,t1pp3t2_first_click,t1pp3t2_last_click,t1pp3t2_page_submit,t1pp3t2_click_count,t1tp1,q124_first_click,q124_last_click,t1tp1time,q124_click_count,t1tp1choice,t1tp2,q130_first_click,q130_last_click,t1tp2time,q130_click_count,t1tp2choice,t1tp3,q136_first_click,q136_last_click,t1tp3time,q136_click_count,t1tp3choice,t1tp4,q142_first_click,q142_last_click,t1tp4time,q142_click_count,t1tp4choice,t1tp5,q148_first_click,q148_last_click,t1tp5time,q148_click_count,t1tp5choice,t1tp6,q156_first_click,q156_last_click,t1tp6time,q156_click_count,t1tp6choice,t1tp7,q162_first_click,q162_last_click,t1tp7time,q162_click_count,t1tp7choice,t1tp8,q165_first_click,q165_last_click,t1tp8time
4,3,3,4,4,4,4,4,3,4,3,4,3.66666666666667,3.5,4,3.5,7,17,0,1,4,82.4746428575,91.29,79.29,74.8925,78.1725,3,1,.33705879264991,.26587783378733,1,2.60293662643724,1,7.853,9.075,9.486,3,1,22.829,31.259,33.095,4,6,5.724,6.906,8.089,3,6,5.53,7.532,9.098,3,1,0,0,.929,0,4,26.359,41.68,47.732,5, ,0, , , , ,1,19.877,23.433,25.818,5,0, , , , , ,1,11.713,12.493,13.367,3, ,0, , , , ,8,.921,23.587,24.457,10,1,2,11.562,14.702,15.48,5,1,2,.747,7.706,8.338,9,1,8,12.197,29.163,29.706,9,1,1,10.835,25.286,25.809,9,1,5,2.119,5.194,5.717,7,1,8,4.623,7.515,8.018,7,1,3,.56,12.877,15.013
1,1,4,5,2,4,4,3,1,4,4,4,4,2.5,3.5,1,7,18,0,0,4,73.3371428575,55.5,73.20125,64.4825,82.3375,4,1,.412490802533884,.189741355887707,0,1.60223215842159,1,8.594,14.972,16.022,5,3,10.378,18.879,20.84,4,6,2.815,3.957,5.818,3,6,5.893,7.036,7.96,3,1,0,0,.643,0,4,34.735,36.646,37.196,3, ,0, , , , ,2,50.839,54.577,54.598,5,0, , , , , ,8,15.195,28.346,29.251,3,0, , , , , ,8,1.128,18.05,19.807,8,1,7,6.68,9.373,9.733,6,1,5,.73,30.128,30.67,12,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,4,3,4,1,4,3,5,4,4,4,4,3.5,3.5,3,2,17,1,1,4,85.2310714275,85.7325, ,76.83,83.56,4,0,.285369782960912,0,0,.285369782960912,1,2.5,3.867,4.557,3,3,6.451,7.951,7.984,4,6,7.618,8.17,8.76,3,6,3.202,4.214,4.253,4,0,0,0,.558,0,4,10.15,10.703,11.591,3, ,0, , , , ,1,45.214,49.488,49.527,4,0, , , , , ,3,4.495,5.05,5.669,3,0, , , , , ,8,4.637,12.483,13.634,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,3,4,3,6,4,3,5,3,3,3,3,3.5,3.5,4,1,15,1,0,1,77.2385714275,76.1225,77.65125,73.04375,82.6,4,1,.197637246911368,.0745073670110369,0,1.27214461392241,1,5.013,5.013,7.457,1,3,7.034,7.034,8.902,1,6,2.875,4.48,4.882,2,6,5.858,5.858,8.374,1,1,1.463,1.463,1.484,1,1,7.084,9.42,10.118,3,0, , , , , ,6,12.582,14.071,15.588,5,0, , , , , ,5,11.141,12.225,12.975,3,0, , , , , ,8,1.39,15.67,16.204,10,1, ,2.228,6.225,6.23,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,5,5,5,6,5,5,5,6,6,6,6,2,5,5,7,16,0,0,1,87.29,82.0875,84.835,73.68,85.165,3,1,.276040970159805,.369093342258596,1,2.6451343124184,1,3.382,4.382,4.889,3,4,1.504,2.264,2.77,3,6,2.096,9.135,9.483,5,6,3.758,6.757,7.391,7,1,0,0,1.026,0,4,10.462,11.174,11.663,3, ,0, , , , ,5,14.376,29.167,29.653,7, ,0, , , , ,1,18.969,21.481,22.12,3, ,0, , , , ,8,1.902,24.776,24.795,27,1,2,6.288,56.634,57.041,20,1,2,7.183,41.458,41.937,15,1,8,12.448,14.146,14.588,6,1,4,36.867,38.819,39.318,6,1,5,20.745,22.886,23.546,6,1,8,3.07,5.993,6.31,6,1,3,2.152,10.125,11.033
4,4,4,4,4,5,4,4,5,5,4,3,4,3,4,4,2,15,0,1,4,70.0825000025,61.0175,78.65875,62.5275, ,2,1,.223415630097425,.162131052107466,.333333333333333,1.71888001553822,1,4.255,10.415,11.289,4,6,19.784,20.886,21.825,3,6,8.459,12.937,13.727,3,1,13.297,14.18,14.893,3,1,0,0,1.078,0,5,19.546,22.557,23.326,3,0, , , , , ,3,7.229,8.162,8.872,3,0, , , , , ,3,11.875,13.223,13.95,3,0, , , , , ,8,5.449,10.796,11.961,6,1,9,.479,13.838,15.522,16,1,9,1.023,3.039,3.636,7,1,4,1.637,5.97,6.899,9,1,9,1.319,2.702,3.443,6,1,7,.862,2.115,2.875,6,1,9,15.592,17.612,17.971,8,1,3,3.967,7.327,8.757
3,3,4,3,4,7,4,4,5,5,5,5,5,3.5,4,3,2,18,0,1,4,94.3244642825,92.1975,96.53, ,88.4133333333333,2,0,.119519917495237,.0707217036513007,0,.190241621146537,1,4.575,7.171,7.204,7,2,10.903,11.846,12.131,3,6,1.642,5.509,5.837,5,4,5.908,6.885,7.207,3,0,0,0,.778,0,5,8.396,9.337,9.638,3,0, , , , , ,1,2.473,4.85,5.195,5,0, , , , , ,8,4.206,4.919,5.242,3,0, , , , , ,8,1.111,17.64,18.151,11,1,3,2.71,5.343,5.613,9,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,1,1,5,7,4,4,3,6,6,6,6,6,4,3,2,17,0,1,4,94.7971428575, , , ,98.25,3,1,.508421631131794,.364027372354839,1,2.87244900348663,1,13.27,13.281,14.832,2,2,24.334,44.332,45,3,6,8.789,8.803,10.25,2,6,14.399,14.41,15.348,2,1,1.919,1.939,3.052,2,4,23.757,53.133,54.247,4, ,0, , , , ,5,24.182,92.361,92.975,5, ,0, , , , ,1,24.097,24.617,25.371,3, ,0, , , , ,8,2.735,27.74,30.087,9,1,2,3.072,47.19,47.666,9,1,4,4.46,9.725,10.608,8,1,8,4.125,9.259,9.915,7,1,1,23.5,79.745,80.527,10,1,5,3.722,11.27,12.371,7,1,8,3.868,11.579,12.242,8,1,3,4.052,10.267,11.52
3,3,5,4,4,6,4,4,4,4,3,3,3.33333333333333,2.5,4,3,4,16,1,0,1,90.375,90.345,91.7625,84.615,75.7525,4,0,.249155733249595,.128642517483615,.666666666666667,1.04446491739988,1,7.214,7.214,12.228,1,3,9.125,11.407,11.835,2,6,3.14,3.14,6.124,1,6,9.376,9.376,11.29,1,0,0,0,1.587,0,4,16.999,19.21,20.899,2, ,0, , , , ,5,15.139,15.139,16.902,1, ,0, , , , ,1,13.024,14.772,16.46,2, ,0, , , , ,8,5.134,10.324,11.387,2,1,3,3.726,4.976,6.575,2,1,3,1.642,3.39,4.188,2,1,8,.359,4.015,4.855,3,1,3,.446,1.837,2.954,2,1,6,.325,1.93,3.506,2,1,8,7.434,8.419,9.988,2,1,3,.632,.632,2.605
5,5,2,2,4,6,4,4,5,3,3,3,3,5,4,5,6,17,1,1,2,83.150625,75.155,80.3225,76.88,84.8925,3,1,.327963678303728,.276150865492693,.666666666666667,2.27078121046309,1,5.285,5.285,7.487,1,3,6.45,6.45,9.213,1,6,7.264,7.264,8.948,1,4,7.146,8.758,9.294,2,1,0,0,6.749,0,4,11.417,20.111,23.598,2, ,0, , , , ,6,28.265,28.265,29.893,1,0, , , , , ,5,27.241,27.241,29.692,1,0, , , , , ,8,7.703,12.815,14.777,2,1,3,27.409,29.861,31.377,2,1,4,11.052,12.223,13.05,2,1,3,10.233,20.889,22.195,2,1,4,12.106,18.01,18.96,4,1,5,2.309,5.84,9.437,2,1,8,5.544,6.645,8.291,2,1,4,5.233,5.233,6.716
4,3,4,3,3, ,4,4,5,4,5,4,4.33333333333333,3.5,4,3.5,2,16,0,1,4,57.701785715,62.7525,61.4275,50.2975, ,3,0,.207464844614912,.174459672481475,.666666666666667,1.04859118376305,1,8.592,8.592,9.871,1,5,23.022,30.534,31.652,4,6,4.847,4.847,6.79,1,6,15.177,15.177,16.159,1,0,0,0,1.529,0,3,9.748,9.748,11.139,1,0, , , , , ,3,11.152,11.152,12.382,1,0, , , , , ,8,17.01,17.01,17.929,1,0, , , , , ,2,4.426,10.81,11.77,2,1,5,4.725,6.189,8.715,2,1,6,5.279,8.159,9.51,2,1,8,.815,8.983,10.021,4,1,1,3.504,4.928,5.911,2,1,5,3.015,3.863,4.854,2,1,8,1.672,6.721,7.728,3,0, , , , 
3,3,5,2,4,7,2,2,4,4,4,5,4.33333333333333,3.5,2,3,7,15,0,0,1,96.5924999975,97.475,92.76,95.065, ,1,1,.0169688273847076,0,0,1.01696882738471,5,.843,2.977,2.99,4,6,.167,2.17,2.18,8,5,.066,.946,1.288,3,6,.121,1.081,1.413,5,1,0,0,.366,0,8,.358,1.119,1.491,5,0, , , , , ,8,.448,1.979,1.991,8,0, , , , , ,2,.065,1.025,1.348,3,0, , , , , ,9,.402,3.69,3.939,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,3,3,4,4,4,3,4,2,4,2,2.66666666666667,4,3.5,3,5,16,0,1,2,83.95607143,73.115,81.735,84.7025, ,2,0,.225540921576122,0,0,.225540921576122,1,8.223,9.717,10.8,2,1,11.008,14.12,15.249,2,6,3.275,7.618,8.806,3,5,4.833,6.096,7.292,2,0,.692,.692,1.339,1,7,19.72,21.278,22.858,2,0, , , , , ,1,8.758,10.243,11.261,2,0, , , , , ,8,9.579,11.429,12.674,2,0, , , , , ,8,12.879,31.949,34.051,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,3,2,4,1,3,3,3,3,4,3,3.33333333333333,4.5,3,3.5,3,16,1,1,2,87.0435714275,61.2725,94.74,91.6475,92.0325,2,0,.0407907876257746,.155547882288902,.333333333333333,.52967200324801,1,16.741,19.369,20.882,2,2,15.008,15.655,16.248,2,6,1.555,7.673,8.381,7,5,4.873,6.046,6.847,3,0,0,0,.852,0,8,2.206,2.747,3.309,3,0, , , , , ,8,.697,1.415,1.979,3,0, , , , , ,5,.723,2.128,2.154,4,0, , , , , ,6,.489,10.83,13.608,8,1,7,.586,4.563,4.983,8,1,8,.503,16.064,16.672,20,1,8,.55,3.213,3.242,8,1,7,.499,1.662,2.256,5,1,5,.436,2.253,2.824,6,1,7,.596,4.704,4.73,10,1,5,.516,1.583,1.611
4,3,2,1,5,6,4,4,4,5,5,5,5,5.5,4,3.5,7,17,0,0,1,74.681339285,64.53,64.82,74.1425,62.665,3,0,.190073358924854,0,0,.190073358924854,1,7.447,8.568,9.281,3,5,29.614,34.472,34.486,5,6,3.418,4.83,5.212,3,6,.818,12.784,12.796,5,0,0,0,.816,0,3,2.648,8.443,9.578,5,0, , , , , ,5,2.708,16.947,17.48,90, ,0, , , , ,5,8.514,9.045,9.557,3,0, , , , , ,9,.142,4.522,5.633,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,3,2,4,7,3,3,5,5,4,4,4.33333333333333,4.5,3,4,1,18,1,1,4,90.553214285,93.615,90.32,87.68375,88,3,0,.276162217390191,.226557135050283,1,1.50271935244047,5,7.399,8.353,8.882,3,3,7.859,8.998,9.471,3,6,3.825,4.94,5.499,3,6,4.454,5.098,5.431,3,0,0,0,5.349,0,4,6.3,16.456,16.887,5, ,0, , , , ,5,24.045,24.782,25.28,3, ,0, , , , ,3,20.051,21.282,21.312,4,0, , , , , ,8,4.232,21.538,22.174,19,1,3,12.346,13.968,14.64,6,1,6,3.331,18.452,18.959,7,1,6,2.359,13.545,13.572,15,1,6,7.641,9.211,10.432,6,1,5,1.815,3.569,3.602,7,1,8,3.157,7.543,8.019,6,1,3,2.874,4.163,4.89
4,4,4,4,4,2,4,4,5,5,5,5,5,3,4,4,6,19,0,1,2,69.1128125,61.295,71.4458333333333,69.255,66.015,3,0,.255609172736596,.227878727914161,1,1.48348790065076,1,4.232,4.232,6.76,1,3,29.986,29.986,32.652,1,1,1.951,1.951,4.742,1,6,10.241,10.241,12.335,1,0,0,0,1.219,0,4,10.818,10.818,13.579,1, ,0, , , , ,3,12.581,24.205,26.528,2,0, , , , , ,1,14.635,14.635,16.291,1, ,0, , , , ,8,10.13,11.987,17.12,2,1,5,8.04,10.342,11.963,2,1,1,7.137,10.038,10.843,2,1,8,10.91,18.79,20.318,3,1,7,11.088,14.614,15.153,3,1,5,1.756,3.354,4.384,2,1,8,4.565,5.919,7.447,2,1,3,6.559,6.559,9.184
4,4,4,4,4,5,4,4,3,2,2,2,2,3,4,4,1,18,0,1,4,75.70125,76.00875,71.9025, ,74.02375,3,0,.29323426788727,.0565748429396162,0,.349809110826886,1,10.505,19.206,19.856,3,5,43.327,45.998,46.629,5,6,5.691,6.16,6.902,3,6,11.742,13.102,13.126,4,0,0,0,1.095,0,4,10.172,11.651,11.678,4, ,0, , , , ,7,46.949,48.262,48.708,4,0, , , , , ,3,.951,8.736,9.293,6,0, , , , , ,2,.643,11.447,12.932,8,1,1,.931,3.089,3.592,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,5,5,5,7,5,5,4,6,6,6,6,2,5,5,2,17,0,1,4,95.8998214275,93.7025,92.325,97.79, ,3,0,.160884822135782,0,0,.160884822135782,1,7.665,8.962,9.72,3,5,8.916,9.598,10.129,3,6,1.123,4.562,4.596,6,6,1.9,5.179,6.937,5,0,.557,.557,1.009,1,2,14.638,15.736,15.768,4,0, , , , , ,1,8.03,8.559,9.174,3,0, , , , , ,3,3.032,3.666,4.232,3,0, , , , , ,8,1.013,9.231,12.489,12,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,2, , , , , , ,2, , , , , , ,3.5,4,17,1,1,2,78.1284821425,68.2275,84.6883333333333,79.2175,76.1975,4,1,.410356803091459,.217187514774324,0,1.62754431786578,1,14.466,22.348,23.434,7,3,6.662,10.429,11.045,4,6,5.336,6.474,7.066,3,6,5.678,7.007,7.532,3,1,0,0,3.77,0,4,24.382,28.987,29.011,5, ,0, , , , ,7,24.271,66.678,66.707,5,0, , , , , ,5,13.481,13.481,24.284,1,0, , , , , ,8,17.264,27.796,29.571,3,1,5,50.089,51.728,52.937,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,3,3,4,5,2,3,3,5,5,6,5.33333333333333,4,2.5,3.5,1,16,0,1,4,65.931875,63.5975,56.98125,62, ,4,1,.184636497380827,.0749782770946907,0,1.25961477447552,1,9.548,21.955,23.233,4,3,8.368,10.024,17.662,2,6,3.519,4.983,6.038,2,6,4.817,4.817,5.856,1,1,0,0,1.154,0,6,.828,1.989,2.859,2,0, , , , , ,6,6.272,6.272,7.358,1,0, , , , , ,7,23.3,23.3,24.948,1,0, , , , , ,8,4.373,20.615,21.207,10,1,6,2.375,3.471,6.309,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,3,4,1,5,3,4,4,4,1,1,6,2.66666666666667,4.5,4,4,2,16,1,1,4,81.8314285733333,82.4766666666667,74.2316666666667,79.1966666666667,82.68,3,1,.808546683102301,.169232934572167,0,1.97777961767447,1,16.05,19.186,20.39,2,3,13.433,32.699,34.209,5,6,4.366,5.867,7.081,2,5,4.602,5.807,6.782,2,1,0,0,1.167,0,6,10.304,12.164,13.228,2,0, , , , , ,5,15.223,22.279,23.45,3, ,0, , , , ,8,2.842,355.058,356.085,4,0, , , , , ,8,2.367,50.768,51.535,8,1,7,8.661,12.389,13.473,3,1,9,4.47,17.166,18.668,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,3,3,3,4,3,3,4,4,4,4,4,4,3,2.5,4,15,0,0,3,77.529285715,72.665,85.89,77.67625,74.9025,2,1,.259214966920861,.146670176888808,0,1.40588514380967,1,14.447,14.447,16.754,1,2,21.685,22.861,36.493,3,6,3.724,8.172,8.554,4,1,6.907,6.907,8.614,1,1,0,0,.728,0,4,9.903,11.698,12.055,2, ,0, , , , ,2,12.485,12.485,14.41,1,0, , , , , ,1,29.205,30.853,31.145,2, ,0, , , , ,8,6.693,13.28,13.655,3,1,3,13.833,15.233,16.133,2,1,3,3.723,6.993,8.009,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,4,4,4,3,5,4,4,2,2,2,2,3,4.5,3,2,16,1,1,4,81.75857143,79.44,74.60375,87.3775,89.9425,2,0,.345700964212439,0,0,.345700964212439,1,10.591,12.216,12.887,3,1,11.283,13.409,14.35,5,6,5.25,6.17,6.845,3,3,1.242,155.106,155.141,7,0,0,0,.761,0,1,7.089,8.374,8.935,3,0, , , , , ,1,56.673,57.238,57.737,3,0, , , , , ,1,22.562,23.826,23.869,4, ,0, , , , ,6,.556,6.851,7.86,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,3,3,3,7,4,3,4,4,2,5,3.66666666666667,4,3.5,3,4,16,1,1,2,79.3609375,61.9825,73.51,70.33,76.855,4,0,.399553287871414,.275957193176819,1,1.67551048104823,1,5.532,8.407,8.436,7,3,6.442,14.385,14.757,3,6,2.768,4.841,5.161,3,6,4.01,6.758,7.622,3,0,0,0,.778,0,4,15.28,32.367,33.206,5, ,0, , , , ,6,43.337,44.199,44.608,3,0, , , , , ,1,20.282,35.944,36.977,10, ,0, , , , ,8,5.034,12.151,12.554,8,1,4,15.109,19.049,19.362,6,1,4,4.769,21.419,21.709,8,1,8,5.897,7.286,7.618,6,1,7,34.357,36.399,36.773,6,1,5,1.917,4.126,4.66,8,1,8,2.368,4.47,4.792,6,1,3,8.183,9.064,9.817
1,1,2,2,4,6,4,4,4,5,5,5,5,5,4,1,1,18,0,1,4,74.5540625,79.5275,78.595,76.8075,75.9925,4,1,.260514602853557,0,0,1.26051460285356,1,5.346,6.412,7.017,3,3,10.562,15.822,16.401,3,6,1.817,2.921,5.8,4,6,4.768,5.508,6.069,3,1,0,0,2.065,0,4,14.845,29.6,30.116,7, ,0, , , , ,2,12.86,14.38,14.797,3,0, , , , , ,3,10.624,12.404,13.137,3,0, , , , , ,8,1.795,18.252,19.464,9,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,4,5,4,5,7,4,4,5,3,4,2,3,2.5,4,4.5,1,16,1,1,4,58.1233333333333, , , , ,2,0,.242418315525476,.228710098597039,1,1.47112841412252,1,6.169,7.361,7.862,4,2,27.505,29.495,29.516,4,6,4.687,5.648,6.192,4,5,9.222,10.368,10.388,6,0,0,0,9.807,0,1,13.425,14.614,15.108,4,0, , , , , ,5,15.428,16.222,16.634,5, ,0, , , , ,7,18.797,19.684,20.332,3,0, , , , , ,8,4.264,17.168,18.055,19,1,9,1.594,27.853,29.104,22,1,8,.692,17.132,17.76,11,1,9,4.692,7.407,7.428,10,1,9,.751,3.966,4.411,14,1,5,3.196,6.163,6.639,6,1,8,4.882,8.344,8.68,13,1,3,1.435,21.719,22.939
5,5,5,4,4,7,5,4,5,6,6,6,6,2.5,4.5,5,5,15,1,1,2,76.4807142875,67.225,70.9,75.71, ,4,1,.539890164026729,0,0,1.53989016402673,1,8.666,10.04,10.686,3,3,11.767,13.719,15.885,3,6,5.206,8.391,9.184,4,6,4.523,5.463,6.559,3,1,0,0,4.169,0,4,17.861,18.886,19.475,3, ,0, , , , ,2,21.425,133.211,134.001,4,0, , , , , ,1,35.688,37.971,38.013,4, ,0, , , , ,8,9.595,15.853,16.793,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,5,2,3,4,6,5,5,4,6,6,6,6,4.5,5,4.5,2,16,1,1,1,96.146785715,92.62,92.7125,92.4625,100,4,1,.473717451254403,0,0,1.4737174512544,1,5.028,7.215,7.249,3,3,9.903,10.74,11.311,3,6,8.004,8.77,9.159,3,6,3.297,5.962,6.531,7,1,1.345,1.345,1.4,1,4,12.009,13.34,13.379,4, ,0, , , , ,8,10.388,11.298,12.123,2,0, , , , , ,5,121.84,126.439,127.39,4,0, , , , , ,2,2.791,15.853,16.704,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3,5,4,4,4,4,4,3,6,4,5,5,2.5,4,3.5,2,17,0,1,4,59.2728125,71.5,59.35,51.96,60.59,4,0,.393929113789395,0,0,.393929113789395,1,7.662,7.662,11.077,1,3,28.362,28.362,46.151,1,6,.798,3.935,4.92,3,6,4.626,10.076,11.41,4,0,0,0,59.494,0,4,7.912,7.912,9.796,1, ,0, , , , ,6,38.366,38.366,40.567,1,0, , , , , ,1,50.416,50.416,61.761,1, ,0, , , , ,8,5.299,16.949,18.493,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,3,2,2,5,4,5,2,3,3,3,3,3,5,3.5,2.5,2,17,1,1,4,64.805, ,72.535,55.825,67.1875,2,0,.219900415383749,.252885332338782,1,1.47278574772253,5,21.85,21.85,22.779,1,5,15.568,15.568,17.959,1,6,4.061,4.061,5.186,1,6,14.863,14.863,16.004,1,0,0,0,3.032,0,3,8.529,13.633,14.261,2,0, , , , , ,3,21.991,21.991,23.181,1,0, , , , , ,4,6.418,6.826,7.649,2,0, , , , , ,2,31.452,39.228,40.067,3,1,5,36.273,38.841,39.631,3,1,3,7.94,12.62,13.322,3,1,8,2.503,5.175,6.061,3,1,5,8.772,11.9,12.755,3,1,5,2.9,4.876,5.809,2,1,8,6.495,12.407,14.604,4,1,3,11.018,11.018,12.511
1,1,3,2,4,1,3,1,4,5,5,5,5,4.5,2,1,6,17,1,1,4,73.1759375,55.8975,80.4575,71.7,70.5825,3,0,.29775194668601,0,0,.29775194668601,1,9.252,10.091,12.468,2,3,10.005,10.005,12.106,1,1,6.667,6.667,8.728,1,6,5.734,5.734,7.425,1,0,0,0,1.802,0,4,19.92,27.193,28.457,3, ,0, , , , ,3,21.563,21.563,23.501,1,0, , , , , ,1,12.728,12.728,19.41,1, ,0, , , , ,8,11.586,16.77,19.186,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,1,2,1,4,2,4,4,1,6,6,6,6,5.5,4,1,7,15,1,0,1,84.5021428575,69.71,84.91,87.2916666666667,77.9025,4,1,.412370333241481,.291858792761169,1,2.70422912600265,1,13.911,15.262,15.657,3,3,10.494,12.136,12.149,4,6,7.415,8.285,8.708,3,6,8.94,9.581,10.137,3,1,0,0,6.912,0,4,23.912,30.579,31.846,7, ,0, , , , ,2,49.146,50.117,50.591,3,0, , , , , ,1,36.252,38.536,38.549,5, ,0, , , , ,8,7.668,16.855,19.508,8,1,6,14.406,29.243,29.822,7,1,4,17.649,36.644,37.262,7,1,6,2.495,4.468,4.921,8,1,7,16.547,21.287,23.59,11,1,5,2.939,8.241,11.577,2,1,8,7.184,9.34,11.177,2,1,3,5.624,5.624,7.781
4,4,1,2,4,6,3,3,4,1,1,1,1,5.5,3,4,7,16,0,0,1,87.9571875,89.57,89.57875,85.2275,70.2275,4,1,.280600354724962,.133393095688187,1,2.41399345041315,1,6.086,7.586,10.766,3,3,12.216,12.863,13.877,3,6,4.198,5.56,6.152,3,6,3.839,4.207,4.79,3,1,2.122,2.122,2.133,1,4,21.421,23.022,23.555,3, ,0, , , , ,1,22.597,23.488,24.02,3,0, , , , , ,5,15.823,17.005,17.488,3,0, , , , , ,8,2.67,17.362,19.417,11,1,2,1.91,3.475,4.044,5,1,3,1.064,3.797,4.311,7,1,8,6.716,7.981,8.419,5,1,7,1.537,2.868,3.195,5,1,5,2.06,3.556,4.004,5,1,8,3.155,6.113,6.599,7,1,3,3.473,7.157,7.532
3,4,2,2,4,4,4,2,4,5,5,5,5,5,3,3.5,7,15,0,0,1,83.1785714275,77.62,77.74,64.1325, ,4,1,.256499309423381,.370682091207896,1,2.62718140063128,1,4.971,6.535,6.55,4,3,8.26,9.701,10.444,3,6,4.402,6.025,6.038,4,6,4.825,6.498,6.511,4,1,0,0,1.088,0,2,13.904,15.436,15.448,4,0, , , , , ,5,12.477,15.73,16.264,3, ,0, , , , ,1,23.061,24.532,24.984,3, ,0, , , , ,8,2.882,10.733,11.156,13,1,3,12.762,59.959,61.349,29,1,1,7.198,53.204,53.697,24,1,8,11.466,17.579,18.056,8,1,7,11.696,21.089,21.101,19,1,5,1.691,3.573,4.116,6,1,8,2.216,9.981,10.339,9,1,3,4.21,5.76,6.395
3,4,2,2,4,6,4,4,3,5,4,5,4.66666666666667,5,4,3.5,1,15,1,1,4,85.9846428575,87.3575,82.8375,82.05,76.4675,4,1,.249911098915944,0,0,1.24991109891594,1,10.905,10.918,12.651,2,3,14.946,14.958,15.982,2,6,4.714,4.73,5.737,2,6,6.713,7.411,8.502,4,1,0,0,1.461,0,4,11.529,11.542,14.393,2, ,0, , , , ,5,16.04,16.055,17.14,2, ,0, , , , ,1,13.138,18.649,22.976,7, ,0, , , , ,8,8.173,18.319,19.325,17,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,1,1,5,7,4,4,1,2,1,2,1.66666666666667,6,4,2,2,16,0,1,4,72.2094444433333,54.6033333333333,66.7266666666667,81.6783333333333,72.0233333333333,4,1,.325012477285418,.303789095686552,1,2.62880157297197,1,4.667,6.276,7.987,3,3,3.489,4.398,5.263,3,6,2.738,4.026,4.803,3,6,4.874,5.928,6.999,3,1,0,0,6.588,0,5,20.028,20.955,21.866,3,0, , , , , ,2,28.601,30.374,31.177,4,0, , , , , ,1,27.109,28.347,28.946,3, ,0, , , , ,8,2.712,11.399,11.898,8,1,6,24.833,27.613,28.297,6,1,4,.79,39.89,40.551,13,1,8,7.986,11.48,12.024,7,1,1,19.607,22.186,22.698,6,1,5,2.542,5.125,5.753,7,1,8,4.57,7.38,7.421,7,1,3,3.409,5.188,5.747
